0.00029825 0.00022354 0.00022342 0.00022331 0.00022320 0.00022308 0.00022296 0.00022285 0.00022273 0.00022261 0.00022249 0.00022237 0.00022225 0.00022212 0.00022200 0.00022188 0.00022175 0.00022163 0.00022150 0.00022137 0.00022124 0.00022112 0.00022099 0.00022086 0.00022073 0.00022060 0.00022046 0.00022033 0.00022020 0.00022006 0.00021993 0.00021980 0.00021966 0.00021952 0.00021939 0.00021925 0.00021911 0.00021898 0.00021884 0.00021870 0.00021856 0.00021842 0.00021829 0.00021815 0.00021801 0.00021787 0.00021773 0.00021759 0.00021745 0.00021731 0.00021717 0.00021703 0.00021689 0.00021675 0.00021661 0.00021647 0.00021633 0.00021619 0.00021605 0.00021591 0.00021578 0.00021564 0.00021550 0.00021536 0.00021523 0.00021509 0.00021495 0.00021482 0.00021468 0.00021455 0.00021442 0.00021428 0.00021415 0.00021402 0.00021389 0.00021376 0.00021363 0.00021350 0.00021337 0.00021325 0.00021312 0.00021300 0.00021287 0.00021275 0.00021263 0.00021251 0.00021239 0.00021227 0.00021215 0.00021204 0.00021193 0.00021181 0.00021170 0.00021159 0.00021148 0.00021137 0.00021127 0.00021116 0.00021106 0.00021096 0.00021086 0.00021076 0.00021066 0.00021057 0.00021048 0.00021039 0.00021030 0.00021021 0.00021012 0.00021004 0.00020995 0.00020987 0.00020979 0.00020972 0.00020964 0.00020957 0.00020950 0.00020943 0.00020936 0.00020930 0.00020923 0.00020917 0.00020911 0.00020906 0.00020900 0.00020895 0.00020890 0.00020885 0.00020880 0.00020876 0.00020872 0.00020868 0.00020864 0.00020860 0.00020857 0.00020854 0.00020851 0.00020848 0.00020846 0.00020844 0.00020842 0.00020840 0.00020838 0.00020837 0.00020836 0.00020835 0.00020835 0.00020834 0.00020834 
0.00052149 0.00037222 0.00037203 0.00037184 0.00037165 0.00037146 0.00037126 0.00037107 0.00037087 0.00037067 0.00037047 0.00037027 0.00037007 0.00036986 0.00036966 0.00036945 0.00036924 0.00036903 0.00036882 0.00036861 0.00036840 0.00036818 0.00036797 0.00036775 0.00036754 0.00036732 0.00036710 0.00036688 0.00036666 0.00036643 0.00036621 0.00036598 0.00036576 0.00036553 0.00036531 0.00036508 0.00036485 0.00036462 0.00036439 0.00036416 0.00036393 0.00036370 0.00036347 0.00036324 0.00036301 0.00036278 0.00036254 0.00036231 0.00036208 0.00036184 0.00036161 0.00036138 0.00036115 0.00036091 0.00036068 0.00036045 0.00036022 0.00035999 0.00035975 0.00035952 0.00035929 0.00035906 0.00035883 0.00035861 0.00035838 0.00035815 0.00035792 0.00035770 0.00035747 0.00035725 0.00035703 0.00035681 0.00035659 0.00035637 0.00035615 0.00035593 0.00035572 0.00035550 0.00035529 0.00035508 0.00035487 0.00035467 0.00035446 0.00035426 0.00035405 0.00035385 0.00035366 0.00035346 0.00035327 0.00035307 0.00035288 0.00035269 0.00035251 0.00035233 0.00035214 0.00035197 0.00035179 0.00035162 0.00035144 0.00035128 0.00035111 0.00035095 0.00035079 0.00035063 0.00035047 0.00035032 0.00035017 0.00035003 0.00034988 0.00034974 0.00034960 0.00034947 0.00034934 0.00034921 0.00034909 0.00034896 0.00034885 0.00034873 0.00034862 0.00034851 0.00034840 0.00034830 0.00034820 0.00034811 0.00034802 0.00034793 0.00034785 0.00034777 0.00034769 0.00034762 0.00034755 0.00034748 0.00034742 0.00034736 0.00034730 0.00034725 0.00034721 0.00034716 0.00034712 0.00034709 0.00034705 0.00034702 0.00034700 0.00034698 0.00034696 0.00034695 0.00034694 0.00034693 0.00034693 
0.00074411 0.00052046 0.00052019 0.00051993 0.00051966 0.00051939 0.00051912 0.00051885 0.00051857 0.00051829 0.00051802 0.00051773 0.00051745 0.00051716 0.00051688 0.00051659 0.00051630 0.00051601 0.00051571 0.00051541 0.00051512 0.00051482 0.00051452 0.00051421 0.00051391 0.00051360 0.00051330 0.00051299 0.00051268 0.00051237 0.00051205 0.00051174 0.00051143 0.00051111 0.00051079 0.00051048 0.00051016 0.00050984 0.00050952 0.00050919 0.00050887 0.00050855 0.00050823 0.00050790 0.00050758 0.00050725 0.00050693 0.00050660 0.00050628 0.00050595 0.00050563 0.00050530 0.00050498 0.00050465 0.00050433 0.00050400 0.00050368 0.00050335 0.00050303 0.00050271 0.00050238 0.00050206 0.00050174 0.00050142 0.00050110 0.00050079 0.00050047 0.00050016 0.00049984 0.00049953 0.00049922 0.00049891 0.00049860 0.00049829 0.00049799 0.00049769 0.00049739 0.00049709 0.00049679 0.00049650 0.00049621 0.00049592 0.00049563 0.00049534 0.00049506 0.00049478 0.00049450 0.00049423 0.00049396 0.00049369 0.00049342 0.00049316 0.00049290 0.00049264 0.00049239 0.00049214 0.00049190 0.00049165 0.00049141 0.00049118 0.00049095 0.00049072 0.00049049 0.00049027 0.00049006 0.00048984 0.00048963 0.00048943 0.00048923 0.00048903 0.00048884 0.00048865 0.00048847 0.00048829 0.00048812 0.00048795 0.00048778 0.00048762 0.00048746 0.00048731 0.00048717 0.00048702 0.00048689 0.00048675 0.00048663 0.00048650 0.00048639 0.00048627 0.00048617 0.00048606 0.00048597 0.00048587 0.00048579 0.00048571 0.00048563 0.00048556 0.00048549 0.00048543 0.00048537 0.00048532 0.00048528 0.00048524 0.00048520 0.00048517 0.00048515 0.00048513 0.00048512 0.00048511 0.00048510 
0.00096589 0.00066811 0.00066777 0.00066743 0.00066709 0.00066674 0.00066639 0.00066604 0.00066569 0.00066533 0.00066497 0.00066461 0.00066425 0.00066388 0.00066351 0.00066314 0.00066277 0.00066239 0.00066202 0.00066164 0.00066125 0.00066087 0.00066048 0.00066009 0.00065970 0.00065931 0.00065892 0.00065852 0.00065812 0.00065772 0.00065732 0.00065692 0.00065652 0.00065611 0.00065570 0.00065530 0.00065489 0.00065448 0.00065406 0.00065365 0.00065324 0.00065282 0.00065241 0.00065199 0.00065158 0.00065116 0.00065074 0.00065032 0.00064991 0.00064949 0.00064907 0.00064865 0.00064824 0.00064782 0.00064740 0.00064698 0.00064657 0.00064615 0.00064574 0.00064532 0.00064491 0.00064450 0.00064408 0.00064367 0.00064327 0.00064286 0.00064245 0.00064205 0.00064165 0.00064124 0.00064084 0.00064045 0.00064005 0.00063966 0.00063927 0.00063888 0.00063849 0.00063811 0.00063773 0.00063735 0.00063698 0.00063661 0.00063624 0.00063587 0.00063551 0.00063515 0.00063479 0.00063444 0.00063409 0.00063375 0.00063341 0.00063307 0.00063274 0.00063241 0.00063208 0.00063176 0.00063145 0.00063114 0.00063083 0.00063053 0.00063023 0.00062994 0.00062965 0.00062936 0.00062909 0.00062881 0.00062854 0.00062828 0.00062803 0.00062777 0.00062753 0.00062729 0.00062705 0.00062682 0.00062660 0.00062638 0.00062617 0.00062596 0.00062576 0.00062557 0.00062538 0.00062520 0.00062502 0.00062485 0.00062469 0.00062453 0.00062438 0.00062423 0.00062410 0.00062397 0.00062384 0.00062372 0.00062361 0.00062351 0.00062341 0.00062331 0.00062323 0.00062315 0.00062308 0.00062301 0.00062296 0.00062291 0.00062286 0.00062282 0.00062279 0.00062277 0.00062275 0.00062274 0.00062274 
0.00118660 0.00081503 0.00081462 0.00081420 0.00081379 0.00081336 0.00081294 0.00081251 0.00081208 0.00081164 0.00081121 0.00081076 0.00081032 0.00080987 0.00080942 0.00080897 0.00080852 0.00080806 0.00080760 0.00080713 0.00080667 0.00080620 0.00080573 0.00080525 0.00080478 0.00080430 0.00080382 0.00080333 0.00080285 0.00080236 0.00080187 0.00080138 0.00080089 0.00080039 0.00079989 0.00079940 0.00079890 0.00079840 0.00079789 0.00079739 0.00079689 0.00079638 0.00079588 0.00079537 0.00079486 0.00079435 0.00079384 0.00079333 0.00079282 0.00079231 0.00079180 0.00079129 0.00079078 0.00079028 0.00078977 0.00078926 0.00078875 0.00078824 0.00078774 0.00078723 0.00078673 0.00078622 0.00078572 0.00078522 0.00078472 0.00078423 0.00078373 0.00078324 0.00078275 0.00078226 0.00078177 0.00078129 0.00078080 0.00078032 0.00077985 0.00077937 0.00077890 0.00077844 0.00077797 0.00077751 0.00077705 0.00077660 0.00077615 0.00077570 0.00077526 0.00077482 0.00077439 0.00077396 0.00077354 0.00077311 0.00077270 0.00077229 0.00077188 0.00077148 0.00077108 0.00077069 0.00077031 0.00076993 0.00076955 0.00076918 0.00076882 0.00076846 0.00076811 0.00076777 0.00076743 0.00076709 0.00076677 0.00076645 0.00076613 0.00076583 0.00076553 0.00076523 0.00076495 0.00076467 0.00076439 0.00076413 0.00076387 0.00076362 0.00076337 0.00076313 0.00076291 0.00076268 0.00076247 0.00076226 0.00076206 0.00076187 0.00076169 0.00076151 0.00076134 0.00076118 0.00076103 0.00076089 0.00076075 0.00076062 0.00076050 0.00076039 0.00076029 0.00076019 0.00076010 0.00076002 0.00075995 0.00075989 0.00075984 0.00075979 0.00075975 0.00075972 0.00075970 0.00075969 0.00075968 
0.00140603 0.00096108 0.00096059 0.00096010 0.00095961 0.00095911 0.00095861 0.00095810 0.00095759 0.00095708 0.00095656 0.00095604 0.00095552 0.00095499 0.00095446 0.00095393 0.00095339 0.00095285 0.00095231 0.00095176 0.00095121 0.00095066 0.00095010 0.00094954 0.00094898 0.00094842 0.00094785 0.00094728 0.00094671 0.00094613 0.00094556 0.00094498 0.00094439 0.00094381 0.00094323 0.00094264 0.00094205 0.00094146 0.00094087 0.00094027 0.00093968 0.00093908 0.00093849 0.00093789 0.00093729 0.00093669 0.00093609 0.00093549 0.00093489 0.00093429 0.00093369 0.00093308 0.00093248 0.00093188 0.00093128 0.00093068 0.00093008 0.00092949 0.00092889 0.00092829 0.00092770 0.00092711 0.00092651 0.00092592 0.00092534 0.00092475 0.00092417 0.00092358 0.00092301 0.00092243 0.00092185 0.00092128 0.00092071 0.00092015 0.00091959 0.00091903 0.00091847 0.00091792 0.00091738 0.00091683 0.00091629 0.00091576 0.00091523 0.00091470 0.00091418 0.00091366 0.00091315 0.00091265 0.00091214 0.00091165 0.00091116 0.00091067 0.00091020 0.00090972 0.00090926 0.00090879 0.00090834 0.00090789 0.00090745 0.00090702 0.00090659 0.00090617 0.00090575 0.00090534 0.00090494 0.00090455 0.00090417 0.00090379 0.00090342 0.00090306 0.00090270 0.00090236 0.00090202 0.00090169 0.00090137 0.00090105 0.00090075 0.00090045 0.00090016 0.00089988 0.00089961 0.00089935 0.00089910 0.00089885 0.00089862 0.00089839 0.00089818 0.00089797 0.00089777 0.00089758 0.00089740 0.00089723 0.00089707 0.00089692 0.00089678 0.00089665 0.00089653 0.00089641 0.00089631 0.00089622 0.00089613 0.00089606 0.00089600 0.00089594 0.00089590 0.00089586 0.00089584 0.00089582 0.00089582 
0.00162396 0.00110610 0.00110554 0.00110497 0.00110441 0.00110383 0.00110326 0.00110268 0.00110209 0.00110150 0.00110091 0.00110031 0.00109970 0.00109910 0.00109849 0.00109787 0.00109726 0.00109663 0.00109601 0.00109538 0.00109474 0.00109411 0.00109347 0.00109283 0.00109218 0.00109153 0.00109088 0.00109022 0.00108956 0.00108890 0.00108824 0.00108757 0.00108690 0.00108623 0.00108556 0.00108488 0.00108420 0.00108352 0.00108284 0.00108216 0.00108147 0.00108079 0.00108010 0.00107941 0.00107872 0.00107803 0.00107734 0.00107665 0.00107596 0.00107527 0.00107458 0.00107388 0.00107319 0.00107250 0.00107181 0.00107112 0.00107043 0.00106974 0.00106906 0.00106837 0.00106769 0.00106700 0.00106632 0.00106564 0.00106497 0.00106429 0.00106362 0.00106295 0.00106228 0.00106162 0.00106096 0.00106030 0.00105965 0.00105900 0.00105835 0.00105771 0.00105707 0.00105644 0.00105581 0.00105518 0.00105456 0.00105395 0.00105333 0.00105273 0.00105213 0.00105153 0.00105095 0.00105036 0.00104979 0.00104922 0.00104865 0.00104809 0.00104754 0.00104700 0.00104646 0.00104593 0.00104541 0.00104489 0.00104438 0.00104388 0.00104339 0.00104291 0.00104243 0.00104196 0.00104150 0.00104105 0.00104061 0.00104017 0.00103975 0.00103933 0.00103892 0.00103852 0.00103813 0.00103775 0.00103738 0.00103702 0.00103667 0.00103633 0.00103600 0.00103568 0.00103537 0.00103506 0.00103477 0.00103449 0.00103422 0.00103396 0.00103371 0.00103348 0.00103325 0.00103303 0.00103282 0.00103263 0.00103244 0.00103227 0.00103211 0.00103196 0.00103181 0.00103169 0.00103157 0.00103146 0.00103136 0.00103128 0.00103120 0.00103114 0.00103109 0.00103105 0.00103102 0.00103101 0.00103100 
0.00184019 0.00124996 0.00124933 0.00124869 0.00124805 0.00124740 0.00124675 0.00124609 0.00124543 0.00124476 0.00124409 0.00124341 0.00124273 0.00124205 0.00124136 0.00124066 0.00123996 0.00123926 0.00123855 0.00123784 0.00123713 0.00123641 0.00123569 0.00123496 0.00123423 0.00123349 0.00123276 0.00123202 0.00123127 0.00123052 0.00122977 0.00122902 0.00122826 0.00122750 0.00122674 0.00122598 0.00122521 0.00122445 0.00122368 0.00122290 0.00122213 0.00122136 0.00122058 0.00121980 0.00121902 0.00121824 0.00121746 0.00121668 0.00121590 0.00121512 0.00121434 0.00121356 0.00121277 0.00121199 0.00121121 0.00121043 0.00120965 0.00120888 0.00120810 0.00120732 0.00120655 0.00120578 0.00120501 0.00120424 0.00120348 0.00120272 0.00120196 0.00120120 0.00120045 0.00119970 0.00119895 0.00119821 0.00119747 0.00119673 0.00119600 0.00119528 0.00119456 0.00119384 0.00119313 0.00119242 0.00119172 0.00119102 0.00119033 0.00118965 0.00118897 0.00118830 0.00118764 0.00118698 0.00118633 0.00118568 0.00118504 0.00118441 0.00118379 0.00118318 0.00118257 0.00118197 0.00118138 0.00118080 0.00118022 0.00117966 0.00117910 0.00117855 0.00117801 0.00117748 0.00117696 0.00117645 0.00117595 0.00117546 0.00117498 0.00117451 0.00117405 0.00117360 0.00117316 0.00117273 0.00117231 0.00117190 0.00117151 0.00117112 0.00117075 0.00117038 0.00117003 0.00116969 0.00116936 0.00116905 0.00116874 0.00116845 0.00116816 0.00116790 0.00116764 0.00116739 0.00116716 0.00116694 0.00116673 0.00116653 0.00116635 0.00116618 0.00116602 0.00116587 0.00116574 0.00116562 0.00116551 0.00116541 0.00116533 0.00116526 0.00116520 0.00116516 0.00116513 0.00116511 0.00116510 
0.00205449 0.00139251 0.00139181 0.00139110 0.00139038 0.00138966 0.00138894 0.00138820 0.00138747 0.00138672 0.00138598 0.00138522 0.00138446 0.00138370 0.00138293 0.00138216 0.00138138 0.00138060 0.00137981 0.00137902 0.00137822 0.00137742 0.00137661 0.00137580 0.00137499 0.00137417 0.00137335 0.00137252 0.00137169 0.00137086 0.00137003 0.00136919 0.00136834 0.00136750 0.00136665 0.00136580 0.00136495 0.00136409 0.00136323 0.00136237 0.00136151 0.00136065 0.00135978 0.00135892 0.00135805 0.00135718 0.00135631 0.00135544 0.00135457 0.00135370 0.00135283 0.00135196 0.00135109 0.00135022 0.00134935 0.00134848 0.00134761 0.00134675 0.00134588 0.00134502 0.00134416 0.00134330 0.00134244 0.00134159 0.00134073 0.00133989 0.00133904 0.00133820 0.00133736 0.00133652 0.00133569 0.00133486 0.00133404 0.00133322 0.00133241 0.00133160 0.00133079 0.00133000 0.00132920 0.00132842 0.00132764 0.00132686 0.00132609 0.00132533 0.00132457 0.00132383 0.00132309 0.00132235 0.00132163 0.00132091 0.00132020 0.00131950 0.00131880 0.00131812 0.00131744 0.00131677 0.00131612 0.00131547 0.00131483 0.00131420 0.00131358 0.00131297 0.00131237 0.00131178 0.00131120 0.00131063 0.00131007 0.00130952 0.00130899 0.00130846 0.00130795 0.00130745 0.00130696 0.00130648 0.00130601 0.00130556 0.00130512 0.00130469 0.00130427 0.00130387 0.00130348 0.00130310 0.00130273 0.00130238 0.00130204 0.00130171 0.00130140 0.00130110 0.00130081 0.00130054 0.00130028 0.00130003 0.00129980 0.00129958 0.00129938 0.00129918 0.00129901 0.00129884 0.00129870 0.00129856 0.00129844 0.00129833 0.00129824 0.00129816 0.00129810 0.00129805 0.00129801 0.00129799 0.00129798 
0.00226666 0.00153362 0.00153285 0.00153207 0.00153128 0.00153048 0.00152968 0.00152888 0.00152806 0.00152725 0.00152642 0.00152559 0.00152476 0.00152392 0.00152307 0.00152222 0.00152136 0.00152050 0.00151963 0.00151876 0.00151788 0.00151700 0.00151611 0.00151522 0.00151432 0.00151342 0.00151252 0.00151161 0.00151070 0.00150978 0.00150886 0.00150793 0.00150701 0.00150608 0.00150514 0.00150420 0.00150326 0.00150232 0.00150138 0.00150043 0.00149948 0.00149853 0.00149758 0.00149662 0.00149567 0.00149471 0.00149376 0.00149280 0.00149184 0.00149088 0.00148992 0.00148896 0.00148800 0.00148704 0.00148609 0.00148513 0.00148417 0.00148322 0.00148227 0.00148132 0.00148037 0.00147942 0.00147848 0.00147754 0.00147660 0.00147566 0.00147473 0.00147381 0.00147288 0.00147196 0.00147105 0.00147013 0.00146923 0.00146833 0.00146743 0.00146654 0.00146565 0.00146477 0.00146390 0.00146303 0.00146217 0.00146132 0.00146047 0.00145964 0.00145880 0.00145798 0.00145716 0.00145636 0.00145556 0.00145477 0.00145398 0.00145321 0.00145245 0.00145169 0.00145095 0.00145021 0.00144949 0.00144877 0.00144807 0.00144737 0.00144669 0.00144602 0.00144536 0.00144471 0.00144407 0.00144345 0.00144283 0.00144223 0.00144164 0.00144106 0.00144050 0.00143994 0.00143941 0.00143888 0.00143837 0.00143787 0.00143738 0.00143691 0.00143645 0.00143600 0.00143557 0.00143515 0.00143475 0.00143436 0.00143399 0.00143363 0.00143328 0.00143295 0.00143263 0.00143233 0.00143205 0.00143178 0.00143152 0.00143128 0.00143105 0.00143084 0.00143065 0.00143047 0.00143031 0.00143016 0.00143002 0.00142991 0.00142981 0.00142972 0.00142965 0.00142959 0.00142955 0.00142953 0.00142952 
